#{"t_start": 1629995467.5777366, "env_id": "Pendulum-v0"}
r,l,t
-126.802743,200,1141.358198
-126.469006,200,1141.640452
-235.303918,200,1142.266767
-122.884892,200,1142.542031
-123.277424,200,1142.831259
-123.603763,200,1143.138439
-126.379279,200,1143.421681
-248.321841,200,1144.056981
-243.338896,200,1144.341221
-336.161997,200,1144.62247
-124.722706,200,1144.904714
-237.894473,200,1145.190949
-118.314893,200,1145.821264
-123.79888,200,1146.104519
-125.592102,200,1146.39074
-122.201305,200,1146.672986
-122.20684,200,1146.9672
-361.423361,200,1147.623444
-244.152576,200,1147.915663
-127.407424,200,1148.195914
-361.236707,200,1148.476165
-122.450363,200,1148.763397
-241.816635,200,1149.408671
-242.425858,200,1149.694906
-125.915426,200,1149.971169
-127.089622,200,1150.253413
-344.881369,200,1150.533663
-123.842551,200,1151.16697
-124.525012,200,1151.450213
-120.385272,200,1151.730464
-4.396963,200,1152.020688
-124.59376,200,1152.301936
-121.951621,200,1152.937237
-118.99387,200,1153.221476
-5.165733,200,1153.504719
-128.273644,200,1153.792949
-120.235752,200,1154.08018
-121.624057,200,1154.725456
-249.223993,200,1155.009696
-120.754601,200,1155.290943
-122.589618,200,1155.579173
-120.333799,200,1155.863412
-123.083239,200,1156.496718
-246.927697,200,1156.783951
-125.287548,200,1157.070185
-129.034798,200,1157.351433
-255.452669,200,1157.632681
-120.779341,200,1158.263993
-364.736943,200,1158.551225
-123.298224,200,1158.84145
-258.038106,200,1159.121701
-129.541368,200,1159.39896
-129.318091,200,1160.052212
-124.781688,200,1160.344431
-7.435722,200,1160.630665
-130.141062,200,1160.920889
-242.729427,200,1161.209124
-127.670168,200,1164.738682
-127.694596,200,1165.021925
-235.977339,200,1165.303172
-122.432388,200,1165.585425
-125.827021,200,1165.867663
-124.600646,200,1166.493988
-129.738225,200,1166.779225
-8.362213,200,1167.070446
-122.946813,200,1167.351695
-131.680414,200,1167.630948
-243.952225,200,1168.248297
-7.699229,200,1168.533535
-235.111243,200,1168.831738
-244.918647,200,1169.127944
-236.293498,200,1169.409194
-129.975819,200,1170.047486
-122.032447,200,1170.32674
-9.332865,200,1170.612974
-129.008107,200,1170.897214
-8.287749,200,1171.191428
-9.4605,200,1171.827726
-253.559979,200,1172.116954
-246.608792,200,1172.400197
-129.476195,200,1172.680446
-127.075627,200,1172.971669
-123.958172,200,1173.599988
-9.844723,200,1173.88323
-247.377779,200,1174.16747
-123.814013,200,1174.452707
-128.457309,200,1174.734953
-260.677699,200,1175.386213
-342.995204,200,1175.66746
-133.779983,200,1175.963668
-244.72199,200,1176.242921
-126.831213,200,1176.523172
-496.864032,200,1177.20435
-12.476368,200,1177.486595
-129.443424,200,1177.779811
-415.453967,200,1178.073028
-13.145709,200,1178.366243
-128.629935,200,1179.02947
-370.647577,200,1179.321689
-128.015314,200,1179.613908
-128.456276,200,1179.903134
-380.160936,200,1180.199342
-127.656442,200,1180.877528
-126.474754,200,1181.166755
-497.772848,200,1181.450995
-11.970672,200,1181.738228
-134.666587,200,1182.033439
-127.913036,200,1182.66076
-130.090864,200,1182.943006
-129.140854,200,1183.227246
-250.425794,200,1183.508495
-241.428545,200,1183.787748
-130.606488,200,1184.418063
-121.553381,200,1184.706291
-252.323884,200,1184.990531
-126.819931,200,1185.271779
-124.961355,200,1185.555022
-125.124416,200,1186.185338
-128.152896,200,1186.463592
-10.052589,200,1186.747832
-132.502565,200,1187.044041
-130.862153,200,1187.328279
-470.105124,200,1187.949619
-12.955732,200,1188.267769
-130.029997,200,1188.58492
-14.767516,200,1188.914041
-128.614523,200,1189.225209
-376.898227,200,1189.955256
-132.45674,200,1190.274403
-127.719455,200,1190.602526
-130.994108,200,1190.912696
-126.736041,200,1191.260766
-133.131492,200,1192.038686
-13.993394,200,1192.370798
-307.062259,200,1192.69892
-130.537096,200,1193.049981
-130.065423,200,1193.364141
-259.573348,200,1194.130094
-366.950968,200,1194.456221
-12.305724,200,1194.795315
-131.895927,200,1195.119449
-259.508053,200,1195.439593
-247.030189,200,1196.198563
-244.758589,200,1196.518708
-271.956027,200,1196.835858
-326.64707,200,1197.169967
-134.004761,200,1197.483129
-134.481726,200,1198.192233
-128.235169,200,1198.494425
-132.482713,200,1198.767693
-133.379563,200,1199.051934
-372.913375,200,1199.327197
-684.164154,200,1199.957512
-136.285114,200,1200.235768
-136.67559,200,1200.520008
-258.345863,200,1200.803251
-133.021844,200,1201.092478
-244.551149,200,1204.823502
-254.75884,200,1205.116717
-130.039376,200,1205.434866
-12.495095,200,1205.748029
-132.8643,200,1206.030274
-130.142907,200,1206.65361
-11.132706,200,1206.937848
-252.934234,200,1207.221092
-125.548183,200,1207.501341
-128.493363,200,1207.790568
-127.366135,200,1208.425869
-12.207422,200,1208.708121
-482.96913,200,1208.999335
-256.803478,200,1209.282578
-124.191461,200,1209.567816
-9.834994,200,1210.201122
-485.945591,200,1210.483368
-335.002866,200,1210.773592
-127.96918,200,1211.078776
-9.538085,200,1211.373986
-123.957501,200,1212.010285
-126.312388,200,1212.293527
-131.818649,200,1212.584755
-235.056597,200,1212.864999
-242.317757,200,1213.169186
-129.161916,200,1213.904221
-121.827225,200,1214.223369
-122.910747,200,1214.540519
-132.510751,200,1214.858671
-244.040614,200,1215.201751
-359.854406,200,1215.955735
-130.912646,200,1216.265906
-9.233139,200,1216.58605
-124.669645,200,1216.905196
-10.262412,200,1217.231325
-126.303505,200,1217.967357
-254.254098,200,1218.292487
-129.839553,200,1218.609639
-248.512123,200,1218.935768
-9.61983,200,1219.262892
-125.78033,200,1220.021865
-132.207748,200,1220.342008
-129.588831,200,1220.654173
-133.04756,200,1220.937416
-9.468104,200,1221.234622
-244.104984,200,1221.859948
-129.539281,200,1222.143191
-12.258241,200,1222.42843
-336.557027,200,1222.71566
-263.374087,200,1223.003889
-244.142074,200,1223.633207
-132.124929,200,1223.918445
-240.345735,200,1224.210663
-247.712225,200,1224.500888
-11.320904,200,1224.785127
-135.478057,200,1225.419431
-255.050488,200,1225.702673
-134.224282,200,1225.983922
-12.490956,200,1226.26916
-133.405821,200,1226.552402
-332.223518,200,1227.179725
-11.52086,200,1227.462967
-368.362368,200,1227.750199
-12.634627,200,1228.032444
-126.273412,200,1228.31868
-12.102728,200,1228.94301
-352.860055,200,1229.226253
-125.128193,200,1229.510492
-137.042383,200,1229.793736
-14.543003,200,1230.06102
-234.196562,200,1230.710285
-131.721125,200,1231.025443
-11.543012,200,1231.322647
-255.831042,200,1231.602898
-11.959941,200,1231.887138
-10.697656,200,1232.512467
-132.465298,200,1232.793713
-133.252456,200,1233.076957
-129.110642,200,1233.358204
-133.429887,200,1233.641447
-250.05097,200,1234.271762
-127.814612,200,1234.557996
-245.465921,200,1234.855202
-131.331317,200,1235.15042
-240.733393,200,1235.442631
-134.545685,200,1236.111846
-252.190925,200,1236.406054
-257.181221,200,1236.691292
-126.160194,200,1236.966558
-374.124779,200,1237.265756
-132.545729,200,1237.926988
-130.014583,200,1238.232173
-126.746302,200,1238.520401
-133.928923,200,1238.831569
-11.338925,200,1239.12279
-9.572902,200,1239.804967
-242.716597,200,1240.108156
-133.409542,200,1240.389404
-216.661939,200,1240.697581
-9.526561,200,1241.007751
-342.927991,200,1244.594161
-250.567784,200,1244.877404
-133.768922,200,1245.184582
-130.795073,200,1245.465831
-129.52027,200,1245.760043
-242.787433,200,1246.410305
-127.883175,200,1246.693549
-283.292402,200,1246.985767
-131.383227,200,1247.264022
-10.15747,200,1247.548262
-134.581835,200,1248.176583
-255.514008,200,1248.466806
-132.906307,200,1248.759025
-126.283777,200,1249.047255
-129.153673,200,1249.332491
-267.67478,200,1249.964801
-259.659144,200,1250.255025
-485.587792,200,1250.54126
-239.752348,200,1250.823504
-130.231968,200,1251.113729
-134.719551,200,1251.736065
-10.21623,200,1252.021307
-129.488221,200,1252.299558
-9.632114,200,1252.595767
-128.474796,200,1252.896962
-242.046649,200,1253.537249
-127.812368,200,1253.822486
-10.404344,200,1254.104732
-128.296521,200,1254.386976
-125.462835,200,1254.672214
-11.650105,200,1255.307516
-251.971923,200,1255.59375
-257.408094,200,1255.886967
-246.695939,200,1256.169211
-11.887348,200,1256.448465
-133.654594,200,1257.108699
-213.59397,200,1257.416875
-135.952539,200,1257.724055
-130.682028,200,1258.035222
-134.727937,200,1258.342401
-362.792348,200,1259.03056
-257.096145,200,1259.322779
-257.792523,200,1259.630955
-454.545361,200,1259.914197
-258.393662,200,1260.213398
-132.72247,200,1260.876624
-126.759521,200,1261.179814
-491.380746,200,1261.486995
-137.322046,200,1261.769238
-129.854664,200,1262.065446
-133.928188,200,1262.697755
-136.148184,200,1262.978006
-127.304194,200,1263.258257
-254.423499,200,1263.536512
-384.63865,200,1263.822747
-367.595128,200,1264.470016
-135.465928,200,1264.751265
-253.677308,200,1265.039494
-484.159951,200,1265.321739
-248.065774,200,1265.610965
-137.773086,200,1266.238289
-248.133402,200,1266.519537
-140.369862,200,1266.807765
-255.556233,200,1267.092007
-14.864019,200,1267.37425
-354.599027,200,1268.047453
-127.163486,200,1268.346651
-243.318673,200,1268.635878
-132.167398,200,1268.930115
-137.064354,200,1269.222309
-361.061596,200,1269.865589
-129.962043,200,1270.160805
-121.223696,200,1270.453019
-124.242462,200,1270.743243
-122.584885,200,1271.045435
-11.279783,200,1271.67575
-128.566672,200,1271.958992
-121.223436,200,1272.247221
-132.895284,200,1272.529468
-252.521746,200,1272.821685
-123.346893,200,1273.452996
-124.8272,200,1273.734246
-362.315615,200,1274.043419
-255.746875,200,1274.347605
-126.536114,200,1274.642816
-8.830234,200,1275.274128
-9.048213,200,1275.55737
-255.04139,200,1275.847595
-121.765016,200,1276.12984
-244.769889,200,1276.41109
-132.018838,200,1277.079302
-124.449182,200,1277.41241
-130.888614,200,1277.74552
-127.737955,200,1278.065665
-129.791061,200,1278.342949
-338.611888,200,1278.990192
-291.336634,200,1279.275429
-135.723515,200,1279.565653
-383.354855,200,1279.845904
-491.482737,200,1280.131142
-130.810039,200,1283.718549
-131.953966,200,1284.008773
-367.587042,200,1284.295008
-366.654965,200,1284.588223
-255.025045,200,1284.86249
-254.995319,200,1285.497808
-12.836829,200,1285.789013
-244.899233,200,1286.086219
-130.737365,200,1286.371455
-13.197604,200,1286.65769
-128.071522,200,1287.293989
-521.799838,200,1287.579226
-395.070771,200,1287.865461
-253.449886,200,1288.148704
-130.327693,200,1288.428954
-129.219135,200,1289.066249
-342.884491,200,1289.345505
-128.014099,200,1289.633733
-251.455966,200,1289.930938
-468.350487,200,1290.211189
-11.961513,200,1290.888378
-133.551003,200,1291.223483
-128.253293,200,1291.546618
-133.388359,200,1291.868758
-133.175924,200,1292.194886
-133.48704,200,1292.892021
-130.512989,200,1293.16529
-134.668686,200,1293.436564
-12.308082,200,1293.710831
-247.265479,200,1293.988091
-126.473626,200,1294.637354
-251.602557,200,1294.919599
-130.672404,200,1295.202843
-127.088786,200,1295.482096
-125.180206,200,1295.771322
-123.28183,200,1296.432554
-133.710734,200,1296.715797
-124.239647,200,1297.000044
-123.873253,200,1297.290261
-251.383822,200,1297.591455
-336.121122,200,1298.285599
-246.33755,200,1298.599759
-128.72537,200,1298.910927
-235.237806,200,1299.227083
-126.757374,200,1299.534261
-130.097969,200,1300.248351
-134.007697,200,1300.568495
-328.046973,200,1300.894623
-154.21262,200,1301.219754
-254.62042,200,1301.551865
-125.661015,200,1302.228058
-130.749883,200,1302.523269
-135.635465,200,1302.847401
-132.691606,200,1303.145605
-252.852229,200,1303.431839
-256.17928,200,1304.102047
-10.884589,200,1304.389279
-12.732679,200,1304.670527
-135.52037,200,1304.95776
-131.556325,200,1305.241003
-12.098098,200,1305.877302
-258.63344,200,1306.164532
-238.991456,200,1306.465726
-250.851872,200,1306.751971
-12.292355,200,1307.041188
-249.410126,200,1307.675492
-138.355577,200,1307.954746
-344.335554,200,1308.238985
-243.176569,200,1308.52522
-244.183381,200,1308.814447
-35.578475,200,1309.4677
-366.968541,200,1309.753935
-586.306619,200,1310.042164
-378.077631,200,1310.327401
-129.389811,200,1310.614633
-14.391925,200,1311.270879
-247.197758,200,1311.567086
-269.859703,200,1311.857311
-133.391241,200,1312.146537
-250.246957,200,1312.445737
-210.523927,200,1313.189748
-135.479464,200,1313.49593
-131.897411,200,1313.805103
-245.554005,200,1314.113278
-125.118209,200,1314.417466
-131.638959,200,1315.095659
-243.872607,200,1315.371913
-307.140989,200,1315.663134
-244.424787,200,1315.957349
-334.144084,200,1316.242586
-131.643743,200,1316.884868
-127.0122,200,1317.1721
-128.341022,200,1317.453348
-134.518704,200,1317.741577
-9.803168,200,1318.02881
-134.065528,200,1318.669097
-253.018415,200,1318.964308
-130.44562,200,1319.259519
-266.990163,200,1319.551737
-9.76422,200,1319.840963
-130.686135,200,1323.776441
-250.170978,200,1324.088606
-9.799305,200,1324.396784
-129.545902,200,1324.686008
-129.044198,200,1324.998174
-133.722127,200,1325.666387
-124.417161,200,1325.94963
-244.049566,200,1326.254814
-125.999242,200,1326.547034
-250.963354,200,1326.850222
-127.730056,200,1327.523422
-129.987484,200,1327.824617
-372.109713,200,1328.116835
-126.261704,200,1328.401076
-342.688818,200,1328.691299
-7.657837,200,1329.359513
-132.265127,200,1329.647742
-123.737742,200,1329.937965
-121.440665,200,1330.22819
-245.110168,200,1330.511433
-240.873415,200,1331.171668
-125.621719,200,1331.45491
-8.546856,200,1331.741146
-124.005054,200,1332.039348
-131.157962,200,1332.32259
-7.802145,200,1332.951909
-240.25525,200,1333.307955
-132.830783,200,1333.591198
-123.507154,200,1333.885411
-130.347666,200,1334.16965
-127.117718,200,1334.80994
-121.699592,200,1335.095176
-131.349985,200,1335.372435
-242.296178,200,1335.659668
-126.385582,200,1335.939917
-241.805878,200,1336.603144
-127.952191,200,1336.886388
-8.178157,200,1337.170629
-128.154168,200,1337.454867
-235.194659,200,1337.744095
-315.15837,200,1338.391362
-240.90856,200,1338.681587
-120.271462,200,1338.973806
-246.914553,200,1339.277993
-133.630565,200,1339.561235
-130.844659,200,1340.20651
-130.616294,200,1340.492745
-127.692016,200,1340.770003
-126.549095,200,1341.057235
-123.442387,200,1341.336488
-131.368329,200,1341.993731
-246.986534,200,1342.280964
-120.854344,200,1342.575177
-241.831384,200,1342.865401
-250.160575,200,1343.148642
-128.032028,200,1343.797907
-354.166631,200,1344.10708
-244.802614,200,1344.394311
-327.724354,200,1344.678553
-10.438314,200,1344.965809
-132.62951,200,1345.613053
-131.142949,200,1345.90228
-9.218802,200,1346.190512
-360.9648,200,1346.47475
-10.156279,200,1346.764974
-133.8917,200,1347.412243
-8.501226,200,1347.70147
-131.599804,200,1347.982716
-252.10997,200,1348.271945
-8.783202,200,1348.558178
-302.639319,200,1349.208439
-130.111436,200,1349.49268
-130.780036,200,1349.779912
-131.811004,200,1350.075123
-133.467384,200,1350.365346
-129.527443,200,1351.014611
-240.77337,200,1351.303837
-122.079224,200,1351.589074
-244.408196,200,1351.877304
-132.879943,200,1352.159549
-130.712656,200,1352.809811
-125.870474,200,1353.100044
-125.284277,200,1353.396243
-134.142193,200,1353.689459
-363.404886,200,1353.98068
-131.088,200,1354.627949
-124.251957,200,1354.912189
-10.866425,200,1355.201416
-127.367093,200,1355.48765
-131.923824,200,1355.762915
-375.140619,200,1356.434119
-130.766842,200,1356.721352
-250.647401,200,1357.00659
-125.863988,200,1357.296813
-135.054379,200,1357.590029
-249.761384,200,1358.296141
-134.313442,200,1358.595341
-123.521666,200,1358.892545
-237.458841,200,1359.195735
-123.684059,200,1359.499923
-128.825624,200,1363.265853
-130.010723,200,1363.562061
-242.342932,200,1363.848295
-358.068933,200,1364.139517
-130.153804,200,1364.431735
-127.695798,200,1365.083992
-124.188781,200,1365.368231
-123.151548,200,1365.655463
-269.219328,200,1365.93771
-243.144198,200,1366.222946
-132.462998,200,1366.874205
-126.267624,200,1367.169416
-9.176221,200,1367.454652
-9.179992,200,1367.741884
-123.077255,200,1368.035101
-8.041318,200,1368.682369
-129.308964,200,1368.983565
-242.565198,200,1369.272791
-10.195377,200,1369.567004
-128.511069,200,1369.850248
-7.851384,200,1370.48854
-126.16433,200,1370.780759
-132.554827,200,1371.065998
-126.856798,200,1371.350236
-125.811204,200,1371.64445
-10.009659,200,1372.306679
-130.569032,200,1372.592914
-131.864061,200,1372.886129
-133.790288,200,1373.172364
-249.722827,200,1373.458599
-127.729909,200,1374.092903
-293.807486,200,1374.38213
-373.660058,200,1374.67036
-125.698213,200,1374.956594
-122.931893,200,1375.237841
-236.589298,200,1375.890097
-124.351697,200,1376.181319
-120.622317,200,1376.475533
-132.854043,200,1376.769746
-244.256883,200,1377.058973
-128.647643,200,1377.700258
-129.87885,200,1377.989485
-442.623025,200,1378.275719
-128.002391,200,1378.566942
-248.234952,200,1378.857164
-245.781625,200,1379.515404
-131.991529,200,1379.806625
-246.383308,200,1380.09685
-128.318882,200,1380.382087
-126.316139,200,1380.658348
-239.223508,200,1381.302625
-7.517989,200,1381.586866
-245.185665,200,1381.866119
-123.774943,200,1382.15734
-130.196225,200,1382.454546
-253.300803,200,1383.117773
-248.853633,200,1383.404007
-134.198073,200,1383.688246
-247.355799,200,1383.979468
-121.145481,200,1384.270689
-359.605189,200,1384.910979
-252.941266,200,1385.203196
-123.157411,200,1385.489431
-253.365682,200,1385.77766
-132.544124,200,1386.059905
-241.803239,200,1386.69022
-126.746086,200,1386.981441
-244.601952,200,1387.264692
-258.668591,200,1387.557899
-122.52005,200,1387.841143
-133.919665,200,1388.525313
-129.15888,200,1388.839475
-128.287567,200,1389.156625
-236.129262,200,1389.473779
-129.867005,200,1389.788935
-366.110675,200,1390.446178
-125.173532,200,1390.749367
-128.625921,200,1391.049564
-127.554757,200,1391.341783
-345.806433,200,1391.645974
-126.911787,200,1392.318172
-238.936472,200,1392.607397
-247.262156,200,1392.923553
-232.049665,200,1393.261648
-377.973642,200,1393.553867
-123.111324,200,1394.201137
-248.990337,200,1394.485377
-123.673832,200,1394.76862
-243.931765,200,1395.057847
-132.219263,200,1395.340091
-130.813578,200,1395.990353
-243.864851,200,1396.274593
-235.773574,200,1396.564816
-123.746564,200,1396.851051
-146.226545,200,1397.151249
-124.193069,200,1397.795527
-126.535593,200,1398.093729
-245.675939,200,1398.382956
-123.005023,200,1398.670188
-131.238452,200,1398.954427
-253.568726,200,1402.579733
-125.02744,200,1402.859985
-241.414899,200,1403.148214
-131.497028,200,1403.431457
-253.444855,200,1403.714699
-130.617374,200,1404.361968
-125.375154,200,1404.65319
-8.593496,200,1404.947403
-132.474389,200,1405.229649
-249.974965,200,1405.5099
-129.862585,200,1406.151184
-131.001027,200,1406.438416
-126.115355,200,1406.715675
-122.334556,200,1406.999916
-370.483355,200,1407.28216
-235.764513,200,1407.92943
-127.105692,200,1408.210678
-249.205606,200,1408.503894
-481.820394,200,1408.783147
-126.345289,200,1409.076363
-240.545758,200,1409.725628
-126.576885,200,1410.007874
-130.121408,200,1410.296101
-125.676996,200,1410.591312
-260.737447,200,1410.875552
-126.507413,200,1411.529803
-12.325652,200,1411.81903
-239.498972,200,1412.107258
-129.226893,200,1412.396485
-240.462702,200,1412.686709
-244.30596,200,1413.341957
-11.942508,200,1413.625201
-12.300635,200,1413.910437
-241.038946,200,1414.209637
-126.051352,200,1414.494875
-15.739672,200,1415.156106
-262.143068,200,1415.442341
-13.874325,200,1415.731568
-129.678524,200,1416.023787
-124.93032,200,1416.310021
-249.36594,200,1416.955296
-250.725287,200,1417.257488
-135.104531,200,1417.54472
-132.586095,200,1417.833947
-129.849373,200,1418.140128
-12.16467,200,1418.834272
-257.536895,200,1419.131477
-124.265153,200,1419.424694
-136.754037,200,1419.719904
-12.503233,200,1420.016112
-133.675026,200,1420.689312
-128.127413,200,1420.993499
-251.352544,200,1421.282726
-135.325001,200,1421.57395
-251.093717,200,1421.863173
-134.227699,200,1422.504459
-245.320569,200,1422.786704
-478.281296,200,1423.071941
-132.333316,200,1423.352191
-134.573183,200,1423.646406
-125.982346,200,1424.303648
-125.95008,200,1424.587887
-134.58288,200,1424.875119
-11.311352,200,1425.186288
-347.661925,200,1425.468533
-249.614593,200,1426.10384
-332.311865,200,1426.387077
-250.481802,200,1426.671318
-135.065721,200,1426.952564
-130.536654,200,1427.234811
-235.926971,200,1427.890059
-132.06085,200,1428.177289
-133.06209,200,1428.468512
-134.613204,200,1428.754747
-131.668832,200,1429.056941
-349.536897,200,1429.735125
-125.421092,200,1430.048287
-240.825976,200,1430.343498
-128.048495,200,1430.636715
-126.86625,200,1430.928933
-270.685856,200,1431.584182
-127.836337,200,1431.867424
-136.353495,200,1432.153658
-361.19718,200,1432.446874
-133.380374,200,1432.737098
-134.146975,200,1433.393343
-13.137116,200,1433.681573
-492.845669,200,1433.972794
-253.409816,200,1434.26202
-132.797845,200,1434.547258
-129.157238,200,1435.198517
-254.581801,200,1435.489738
-257.237828,200,1435.778965
-131.203587,200,1436.069189
-246.186637,200,1436.363402
-250.812754,200,1437.017653
-499.254276,200,1437.309872
-170.211806,200,1437.595109
-132.268966,200,1437.882341
-132.991201,200,1438.178548
-127.351857,200,1441.896607
-132.907183,200,1442.186832
-313.216156,200,1442.474063
-135.639702,200,1442.761295
-369.249021,200,1443.058501
-236.650864,200,1443.717737
-13.107309,200,1444.002975
-244.761407,200,1444.287215
-13.804679,200,1444.567467
-344.216842,200,1444.8537
-135.804699,200,1445.493989
-12.788013,200,1445.779226
-129.979111,200,1446.071445
-133.756365,200,1446.35768
-13.419081,200,1446.645909
-127.910518,200,1447.290186
-9.852064,200,1447.582405
-130.410851,200,1447.869637
-122.788823,200,1448.158864
-250.893545,200,1448.439115
-135.802749,200,1449.099349
-249.032159,200,1449.39057
-130.401149,200,1449.680793
-250.659857,200,1449.976004
-250.97609,200,1450.267226
-275.84618,200,1450.919491
-125.232672,200,1451.214694
-125.272545,200,1451.5109
-129.972338,200,1451.802121
-370.588641,200,1452.114287
-125.636552,200,1452.772527
-128.379551,200,1453.056766
-134.638734,200,1453.346004
-10.030241,200,1453.634223
-128.438901,200,1453.943397
-126.840118,200,1454.685414
-126.442858,200,1455.002563
-126.043228,200,1455.302761
-247.842415,200,1455.607945
-248.210751,200,1455.926095
-132.07754,200,1456.591316
-125.929235,200,1456.873561
-247.990797,200,1457.211658
-10.99208,200,1457.503875
-128.343148,200,1457.818038
-254.810332,200,1458.483258
-126.269787,200,1458.788442
-246.365619,200,1459.072681
-138.2395,200,1459.36091
-12.847416,200,1459.64914
-128.604805,200,1460.310371
-123.927706,200,1460.598602
-137.593365,200,1460.879849
-13.890321,200,1461.181044
-368.545033,200,1461.467279
-253.875088,200,1462.104574
-138.148256,200,1462.391806
-252.656974,200,1462.681032
-137.281366,200,1462.97026
-136.477756,200,1463.260484
-125.159878,200,1463.911742
-259.190459,200,1464.203961
-372.378075,200,1464.498176
-242.392892,200,1464.785406
-133.028901,200,1465.078623
-131.631406,200,1465.734868
-252.792649,200,1466.019109
-133.965709,200,1466.305342
-256.398971,200,1466.595566
-241.38942,200,1466.881824
-277.273937,200,1467.527076
-247.737412,200,1467.816302
-246.937631,200,1468.105529
-13.871164,200,1468.399745
-130.186418,200,1468.681988
-127.872222,200,1469.332249
-339.567922,200,1469.62347
-127.989205,200,1469.90771
-136.243178,200,1470.190953
-12.835003,200,1470.471203
-132.703334,200,1471.128448
-131.509417,200,1471.41169
-125.587295,200,1471.697923
-129.262298,200,1471.996126
-129.802975,200,1472.275381
-13.984236,200,1472.926639
-135.726114,200,1473.204894
-244.754999,200,1473.49811
-361.174674,200,1473.781353
-362.818641,200,1474.072574
-133.99591,200,1474.717849
-133.855812,200,1475.022035
-127.141454,200,1475.312259
-139.236501,200,1475.604478
-246.188203,200,1475.896696
-124.548075,200,1476.550948
-132.270335,200,1476.839176
-12.491286,200,1477.1294
-130.006835,200,1477.426606
-242.379095,200,1477.731789
-12.037375,200,1481.691204
-245.748417,200,1481.979433
-129.023651,200,1482.266665
-244.598443,200,1482.550905
-11.930372,200,1482.83315
-257.337434,200,1483.507347
-252.915414,200,1483.800562
-251.305824,200,1484.085799
-12.308577,200,1484.367049
-509.882364,200,1484.657272
-125.218429,200,1485.301551
-353.784197,200,1485.589779
-255.147882,200,1485.879006
-128.166824,200,1486.170227
-132.342125,200,1486.451475
-242.096229,200,1487.108718
-11.648652,200,1487.392958
-129.308568,200,1487.677197
-260.426349,200,1487.96443
-133.792139,200,1488.246675
-260.903087,200,1488.890952
-129.865866,200,1489.193144
-11.886359,200,1489.490349
-337.29925,200,1489.778579
-123.973604,200,1490.068803
-302.041778,200,1490.734025
-125.225836,200,1491.029235
-328.436988,200,1491.316466
-128.784691,200,1491.607688
-128.200934,200,1491.891928
-131.084649,200,1492.54518
-131.861838,200,1492.851362
-125.172755,200,1493.137597
-125.842406,200,1493.412862
-242.978733,200,1493.699096
-133.583648,200,1494.353348
-335.999564,200,1494.644568
-125.114139,200,1494.930803
-134.214015,200,1495.218035
-307.41795,200,1495.506263
-127.017174,200,1496.166499
-131.871697,200,1496.460712
-123.577446,200,1496.745949
-10.389491,200,1497.026202
-122.750253,200,1497.306451
-12.954663,200,1497.969677
-133.348617,200,1498.253917
-123.967796,200,1498.543144
-130.926113,200,1498.833368
-10.542972,200,1499.126584
-125.764406,200,1499.785822
-127.494613,200,1500.071059
-246.988085,200,1500.354301
-362.047557,200,1500.641541
-251.377743,200,1500.932755
-131.124487,200,1501.589998
-259.543678,200,1501.872241
-124.11355,200,1502.165459
-126.325482,200,1502.455683
-127.12162,200,1502.739923
-136.87755,200,1503.386195
-132.253513,200,1503.679411
-135.812134,200,1503.971632
-128.619234,200,1504.266841
-127.674095,200,1504.555069
-13.093707,200,1505.22029
-132.339973,200,1505.514504
-270.308867,200,1505.801735
-137.165539,200,1506.086972
-373.220479,200,1506.373207
-128.658428,200,1507.040424
-12.378018,200,1507.328653
-163.025468,200,1507.612893
-131.757381,200,1507.901122
-135.046544,200,1508.192343
-256.283151,200,1508.837618
-234.063944,200,1509.13981
-241.87334,200,1509.433028
-11.627763,200,1509.720258
-339.199146,200,1510.014472
-127.717864,200,1510.672711
-252.328164,200,1510.974903
-125.131685,200,1511.2751
-241.186476,200,1511.559341
-240.026802,200,1511.838593
-135.316751,200,1512.496834
-131.950541,200,1512.781074
-125.288034,200,1513.067308
-125.996245,200,1513.360524
-132.75008,200,1513.645762
-125.027521,200,1514.304002
-248.537756,200,1514.595223
-245.421588,200,1514.875473
-235.928721,200,1515.186642
-8.982647,200,1515.479857
-11.431413,200,1516.135106
-365.314415,200,1516.418348
-126.772567,200,1516.704583
-130.348111,200,1517.003783
-10.89747,200,1517.292012
-129.714074,200,1521.299297
-133.74686,200,1521.606476
-374.83061,200,1521.90767
-132.975711,200,1522.21086
-124.362079,200,1522.514049
-124.057561,200,1523.205201
-131.27089,200,1523.522353
-122.953524,200,1523.838508
-11.472425,200,1524.132721
-131.415019,200,1524.433916
-128.80494,200,1525.126066
-253.558128,200,1525.411303
-125.586234,200,1525.693548
-236.540034,200,1525.9848
-223.068491,200,1526.274993
-130.483193,200,1526.917276
-244.629424,200,1527.208498
-124.770817,200,1527.5067
-131.925304,200,1527.79493
-12.361117,200,1528.081165
-241.65935,200,1528.736412
-136.755407,200,1529.023643
-131.896036,200,1529.320849
-130.828123,200,1529.617058
-134.914075,200,1529.902295
-134.358066,200,1530.555548
-258.354147,200,1530.845772
-130.98687,200,1531.135996
-135.379392,200,1531.420236
-131.887117,200,1531.705473
-126.65548,200,1532.397624
-131.355499,200,1532.675879
-135.644177,200,1532.971089
-12.207839,200,1533.261314
-132.504905,200,1533.547548
-345.814326,200,1534.187836
-257.776464,200,1534.476066
-128.289448,200,1534.7623
-13.542205,200,1535.056513
-133.093818,200,1535.338759
